x,y,species cloglog values
740.0,740.0,0.03446895
741.0,741.0,0.46895492
742.0,742.0,0.88500416
743.0,743.0,0.38905552
744.0,744.0,0.104762636
745.0,745.0,0.6264591
746.0,746.0,0.027703337
747.0,747.0,0.037642974
748.0,748.0,0.019629102
749.0,749.0,0.049330365
750.0,750.0,0.019762639
751.0,751.0,0.014036811
752.0,752.0,0.1419491
753.0,753.0,0.52341485
754.0,754.0,0.5392755
755.0,755.0,0.00561226
756.0,756.0,0.3425522
757.0,757.0,0.1681748
758.0,758.0,0.7463881
759.0,759.0,0.042630203
760.0,760.0,0.19119191
761.0,761.0,0.044675224
762.0,762.0,0.37630945
763.0,763.0,0.011376101
764.0,764.0,0.0068817683
765.0,765.0,0.03756755
766.0,766.0,0.10179687
767.0,767.0,0.29487798
768.0,768.0,0.030374609
769.0,769.0,0.0061462764
770.0,770.0,0.002499555
771.0,771.0,2.5968734E-4
772.0,772.0,9.610376E-6
773.0,773.0,1.230369E-4
774.0,774.0,1.6979988E-4
775.0,775.0,4.7875335E-4
776.0,776.0,0.0020403415
777.0,777.0,0.012518814
778.0,778.0,0.017548956
779.0,779.0,0.67223984
780.0,780.0,0.18440774
781.0,781.0,0.035382576
782.0,782.0,0.0023639982
783.0,783.0,2.2898486E-4
784.0,784.0,1.146014E-4
785.0,785.0,3.6402998E-4
786.0,786.0,0.0015069877
787.0,787.0,0.009596433
788.0,788.0,0.054844886
789.0,789.0,0.44506907
790.0,790.0,0.023924097
791.0,791.0,0.33258274
792.0,792.0,0.055205565
793.0,793.0,0.3395609
794.0,794.0,0.02527576
795.0,795.0,0.110718876
796.0,796.0,0.20376706
797.0,797.0,0.05273048
798.0,798.0,0.16420671
799.0,799.0,0.121991694
800.0,800.0,0.05162449
801.0,801.0,0.34836844
802.0,802.0,0.3274843
803.0,803.0,0.4903182
804.0,804.0,0.092468336
805.0,805.0,0.017791176
806.0,806.0,0.023291828
807.0,807.0,0.13533251
808.0,808.0,0.12384124
809.0,809.0,0.052247018
810.0,810.0,0.029533384
811.0,811.0,0.012387468
812.0,812.0,0.03634066
813.0,813.0,0.279964
814.0,814.0,0.07101422
815.0,815.0,0.039102834
816.0,816.0,0.5467253
817.0,817.0,0.1375779
818.0,818.0,0.018704552
819.0,819.0,0.023925833
820.0,820.0,0.036762983
821.0,821.0,0.09624995
822.0,822.0,0.03125056
823.0,823.0,0.004993543
824.0,824.0,6.5012294E-4
825.0,825.0,3.095525E-7
826.0,826.0,4.6209258E-5
827.0,827.0,9.435542E-6
828.0,828.0,2.1635942E-4
829.0,829.0,0.0027576492
830.0,830.0,0.022891391
831.0,831.0,0.071525894
832.0,832.0,0.06677852
833.0,833.0,0.7323257
834.0,834.0,0.0313648
835.0,835.0,0.022839664
836.0,836.0,1.791143E-4
837.0,837.0,0.019597422
838.0,838.0,0.41764092
839.0,839.0,0.08093092
840.0,840.0,0.021912144
841.0,841.0,0.38951236
842.0,842.0,0.00561308
843.0,843.0,0.013750328
844.0,844.0,0.18323933
845.0,845.0,0.082575336
846.0,846.0,0.011756745
847.0,847.0,0.01885567
848.0,848.0,0.020621594
849.0,849.0,0.017109217
850.0,850.0,0.15847059
851.0,851.0,0.028324878
